Student ID,Session ID,Date,EEG Data (PSD Features),Engagement Level,Attention Level,Internet Connectivity,Adaptivity Level,Learning Mode Prediction,Performance Metrics
184,111,2025-01-25,"[0.4086788863472419, 0.7540388286976437, 0.3515466939381321]",Moderate,High,Low (Mobile),Low,Visual Learner,79
185,195,2025-01-04,"[0.5773230174872064, 0.41389581505654705, 0.9807023478311642]",Low,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,51
186,169,2025-01-01,"[0.21326482881716013, 0.6134030811251708, 0.5214170257714165]",Moderate,Low,Low (Mobile),Low,Auditory Learner,98
187,197,2025-01-21,"[0.5003480349247076, 0.25481076329480645, 0.6296464534141812]",Moderate,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,83
188,131,2025-01-02,"[0.3626211145424355, 0.2727704144477454, 0.04066141294575143]",High,Low,Low (Mobile),Low,Visual Learner,83
189,144,2025-01-09,"[0.028896040988239835, 0.6765773540092275, 0.0972741351984211]",Moderate,Moderate,Moderate (Wi-Fi),High,Auditory Learner,91
190,186,2025-01-17,"[0.6107008185952933, 0.668632599748536, 0.12207713436287249]",Low,High,Moderate (Wi-Fi),Moderate,Auditory Learner,78
191,170,2025-01-18,"[0.44342039863519656, 0.9237769397126766, 0.541330722173368]",High,Low,Moderate (Wi-Fi),Low,Auditory Learner,95
192,164,2025-01-19,"[0.5946609899141035, 0.10338661809766203, 0.11828166347952751]",Moderate,Low,High (Mobile/Wi-Fi),Low,Auditory Learner,94
193,176,2025-01-06,"[0.8893569002236159, 0.7358508397187441, 0.8580890843552462]",Moderate,High,Moderate (Wi-Fi),High,Visual Learner,84
194,166,2025-01-12,"[0.6737830755313016, 0.2921907445600722, 0.8144970632407442]",Low,Low,Moderate (Wi-Fi),High,Visual Learner,75
195,137,2025-01-03,"[0.1493774549912087, 0.625133188365957, 0.03816110694372665]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Visual Learner,65
196,175,2025-01-10,"[0.5023197319823485, 0.6930270565185623, 0.23221259000430627]",Moderate,Low,Low (Mobile),High,Visual Learner,52
197,193,2025-01-23,"[0.3416692822990567, 0.8061053410531304, 0.9592056029858828]",High,High,High (Mobile/Wi-Fi),Low,Auditory Learner,98
198,153,2025-01-05,"[0.8287195908182496, 0.5335262536550218, 0.992443537655708]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,98
199,160,2025-01-14,"[0.5927040335363278, 0.4754663267153707, 0.7719140241782904]",Low,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,90
200,194,2025-01-30,"[0.798508870267285, 0.6702747879953467, 0.3094242018762884]",Moderate,Low,Low (Mobile),Moderate,Visual Learner,91
201,158,2025-01-23,"[0.8275673034529403, 0.10160577423664907, 0.3868195093757443]",High,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,87
202,194,2025-01-03,"[0.9820443892213965, 0.4015144839961651, 0.9148987133945701]",Low,Low,Moderate (Wi-Fi),High,Auditory Learner,95
203,148,2025-01-22,"[0.3188929497482088, 0.5547512985031826, 0.3664786541076632]",Moderate,Low,Moderate (Wi-Fi),Moderate,Visual Learner,81
204,161,2025-01-26,"[0.17755369516004638, 0.7873064076341558, 0.9841090101601864]",Low,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,74
205,103,2025-01-29,"[0.5198533309148954, 0.3068942321015299, 0.3590468741770182]",High,High,High (Mobile/Wi-Fi),High,Kinesthetic Learner,59
206,131,2025-01-02,"[0.8336991879546032, 0.5385021118844872, 0.9263093548606468]",High,High,Low (Mobile),High,Auditory Learner,88
207,140,2025-01-18,"[0.27879439606059764, 0.07076556071764573, 0.9313691331445042]",Moderate,High,Moderate (Wi-Fi),High,Auditory Learner,97
208,111,2025-01-11,"[0.1935469001141087, 0.09923280284769465, 0.829498827483065]",Low,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,78
209,101,2025-01-10,"[0.3398831070682169, 0.009318036805690877, 0.6805953242977112]",Low,Low,Low (Mobile),Low,Kinesthetic Learner,57
210,188,2025-01-26,"[0.8541800027320723, 0.13937855862945747, 0.18553305871155434]",High,Moderate,High (Mobile/Wi-Fi),High,Auditory Learner,68
211,184,2025-01-09,"[0.14299923259400538, 0.7190859846832316, 0.12524869234641656]",Moderate,High,Moderate (Wi-Fi),High,Kinesthetic Learner,71
212,162,2025-01-26,"[0.009423916013310163, 0.65823478745947, 0.3636362348930937]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,97
213,100,2025-01-07,"[0.22311681678411743, 0.37335266649329046, 0.18278791991477006]",Low,High,Low (Mobile),High,Auditory Learner,86
214,153,2025-01-23,"[0.8869611926511273, 0.0008180818876357687, 0.3976473166899197]",Low,Low,Moderate (Wi-Fi),High,Auditory Learner,89
215,149,2025-01-07,"[0.6064490448572124, 0.15622394186554955, 0.3425637559061133]",Low,Low,Moderate (Wi-Fi),Low,Auditory Learner,63
216,153,2025-01-29,"[0.2948310850138972, 0.4861058952302455, 0.3321704250685702]",Low,High,High (Mobile/Wi-Fi),Low,Auditory Learner,66
217,119,2025-01-10,"[0.8787760690356086, 0.837500244548155, 0.26697161079140264]",Moderate,High,High (Mobile/Wi-Fi),High,Auditory Learner,85
218,169,2025-01-27,"[0.7001475553776387, 0.02442406786022, 0.21784900002079055]",High,High,Moderate (Wi-Fi),High,Kinesthetic Learner,98
219,177,2025-01-14,"[0.7668500432606281, 0.605129651779591, 0.5965597260589771]",Moderate,Low,Low (Mobile),Moderate,Kinesthetic Learner,61
220,101,2025-01-05,"[0.0874697769802728, 0.3414300988305765, 0.19278952861786847]",High,Moderate,High (Mobile/Wi-Fi),High,Auditory Learner,75
221,160,2025-01-20,"[0.7467366366481666, 0.1120915617009538, 0.4149087324642051]",Moderate,High,Moderate (Wi-Fi),High,Auditory Learner,64
222,180,2025-01-08,"[0.9684126095743695, 0.8296919786375566, 0.12075978643048091]",Low,Low,Low (Mobile),Moderate,Auditory Learner,66
223,104,2025-01-23,"[0.34997794938114235, 0.18231790429305894, 0.43072891471388763]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,62
224,191,2025-01-25,"[0.3691490190483274, 0.6767634903597683, 0.30736690787326904]",Moderate,Low,Moderate (Wi-Fi),High,Visual Learner,57
225,169,2025-01-04,"[0.8340442267174656, 0.9105592156591749, 0.12898708383424817]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,70
226,102,2025-01-07,"[0.9465645076411737, 0.3350680192333825, 0.3964661526705019]",Moderate,High,Moderate (Wi-Fi),Moderate,Visual Learner,53
227,144,2025-01-29,"[0.5535028211177101, 0.3381435572253991, 0.21511051193558572]",Moderate,Low,High (Mobile/Wi-Fi),Moderate,Visual Learner,58
228,170,2025-01-10,"[0.4108424097858868, 0.015913084585747028, 0.36117665151457956]",Moderate,Low,Moderate (Wi-Fi),High,Auditory Learner,86
229,155,2025-01-19,"[0.9378837475179768, 0.6816253007176858, 0.16181805341954325]",Moderate,Moderate,Moderate (Wi-Fi),High,Kinesthetic Learner,68
230,107,2025-01-05,"[0.20026213619819155, 0.4790034979116542, 0.6714814532204026]",Low,High,Moderate (Wi-Fi),Low,Auditory Learner,90
231,130,2025-01-28,"[0.4305815108460386, 0.2379670486799491, 0.8200487554359048]",High,Low,Moderate (Wi-Fi),High,Auditory Learner,54
232,141,2025-01-10,"[0.5010714810987138, 0.3715076437052377, 0.970877293244919]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,94
233,101,2025-01-11,"[0.06651664144347236, 0.22734288663778202, 0.3925116400192876]",High,High,Moderate (Wi-Fi),High,Auditory Learner,65
234,168,2025-01-17,"[0.6370051021938157, 0.48656751109791296, 0.5310583539642891]",Low,High,High (Mobile/Wi-Fi),Low,Visual Learner,59
235,155,2025-01-05,"[0.10556618532416862, 0.7902445599044211, 0.9963695589660932]",Moderate,Low,Low (Mobile),Low,Visual Learner,63
236,122,2025-01-30,"[0.6784753307757907, 0.16674373194045555, 0.682278576247856]",Low,High,High (Mobile/Wi-Fi),High,Auditory Learner,91
237,178,2025-01-08,"[0.4051856861326012, 0.1569214672783994, 0.7146453296676881]",High,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,58
238,145,2025-01-11,"[0.12589329036759733, 0.6230747429534224, 0.8212652525328733]",Moderate,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,66
239,161,2025-01-04,"[0.10273971257770342, 0.25666863761459735, 0.379073566916149]",Low,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,80
240,155,2025-01-03,"[0.9619990666932484, 0.8133620093095421, 0.38180497262116153]",Moderate,High,Low (Mobile),High,Auditory Learner,84
241,127,2025-01-18,"[0.33375481223282, 0.5971793410010303, 0.6294887183745298]",Low,Low,Moderate (Wi-Fi),High,Auditory Learner,87
242,106,2025-01-05,"[0.831517944561709, 0.08532885027638915, 0.8881596087569003]",Moderate,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,51
243,180,2025-01-07,"[0.6203887958386074, 0.04595994647669077, 0.7608661377477363]",Low,Low,Moderate (Wi-Fi),Low,Auditory Learner,57
244,179,2025-01-19,"[0.8456646806154023, 0.0624175762310375, 0.9613668700914554]",Moderate,Moderate,Low (Mobile),Low,Visual Learner,94
245,124,2025-01-23,"[0.1778735657811038, 0.20707871072007866, 0.014227564061167985]",Moderate,Low,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,96
246,129,2025-01-04,"[0.545988199195208, 0.7135840079295469, 0.31751483265842706]",High,High,Moderate (Wi-Fi),High,Kinesthetic Learner,67
247,164,2025-01-14,"[0.2921010980737624, 0.9385246124179379, 0.9444830048123273]",Moderate,Low,Low (Mobile),Low,Auditory Learner,53
248,157,2025-01-22,"[0.14064746319488675, 0.030945519107912434, 0.7875554314224026]",Low,Low,Low (Mobile),Moderate,Auditory Learner,89
249,113,2025-01-16,"[0.04789124460451566, 0.6908724723321389, 0.001197341585100764]",High,High,Low (Mobile),Moderate,Kinesthetic Learner,99
250,134,2025-01-15,"[0.14785540834889577, 0.833620184620395, 0.02373101732761318]",High,High,High (Mobile/Wi-Fi),High,Auditory Learner,82
251,196,2025-01-02,"[0.7425008054160022, 0.17614435830444952, 0.14346241555011507]",Moderate,High,Low (Mobile),Moderate,Auditory Learner,57
252,170,2025-01-18,"[0.405302022028309, 0.13186310137062573, 0.09346371900565809]",High,Moderate,Low (Mobile),Low,Auditory Learner,50
253,127,2025-01-10,"[0.23191601157965747, 0.32623425860702937, 0.8553859773529902]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,72
254,148,2025-01-19,"[0.46556483504578083, 0.49524614175243153, 0.8300683731512115]",Low,Low,Low (Mobile),High,Auditory Learner,78
255,195,2025-01-05,"[0.2422540355515802, 0.628001303998425, 0.546012853790006]",Low,Low,Low (Mobile),Low,Auditory Learner,64
256,173,2025-01-06,"[0.11726250324517296, 0.039474854142071414, 0.5438888966877036]",Moderate,High,Moderate (Wi-Fi),Moderate,Auditory Learner,50
257,110,2025-01-07,"[0.9102412754249962, 0.4696229801417515, 0.2033720032480878]",Low,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,77
258,157,2025-01-09,"[0.722780069786517, 0.5959897489698189, 0.04491800610865637]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,60
259,161,2025-01-16,"[0.9537695179103093, 0.30297567081829047, 0.5783109098684021]",Moderate,Moderate,Moderate (Wi-Fi),High,Kinesthetic Learner,97
260,137,2025-01-28,"[0.4155060247108324, 0.561408012422035, 0.36128850001963475]",Moderate,High,Low (Mobile),High,Visual Learner,92
261,135,2025-01-22,"[0.9797534198980935, 0.3637692164400287, 0.9111426883337926]",Low,Moderate,Low (Mobile),Low,Visual Learner,93
262,144,2025-01-11,"[0.40283234379593225, 0.06428689584834268, 0.48430402356899493]",Low,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,91
263,147,2025-01-22,"[0.013460072969179504, 0.8812174235644006, 0.5108052775154109]",Moderate,High,Low (Mobile),Low,Auditory Learner,95
264,158,2025-01-22,"[0.4824766697681283, 0.7656607995974434, 0.49922296169718583]",Low,High,High (Mobile/Wi-Fi),Low,Visual Learner,91
265,158,2025-01-07,"[0.95214384702908, 0.39929194654679057, 0.7023198491051166]",Low,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,51
266,156,2025-01-30,"[0.7076806397589672, 0.23622993864728326, 0.4928562222567011]",Moderate,High,Moderate (Wi-Fi),High,Visual Learner,85
267,112,2025-01-03,"[0.41355434977523997, 0.8473599905140736, 0.1797588206984131]",Low,Moderate,Moderate (Wi-Fi),High,Visual Learner,53
268,167,2025-01-06,"[0.16730588159360638, 0.34952519761475764, 0.7283982353403158]",Moderate,Moderate,Low (Mobile),High,Auditory Learner,89
269,154,2025-01-22,"[0.545748951400137, 0.19411687045797354, 0.85543404081718]",Low,Low,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,74
270,130,2025-01-05,"[0.5576713054056843, 0.9835457040639749, 0.02467424028775622]",Moderate,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,86
271,150,2025-01-17,"[0.003202964919264195, 0.5365914227022968, 0.8587965005762511]",Low,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,57
272,188,2025-01-30,"[0.46324141234221394, 0.8066690418674948, 0.7716033092485277]",Low,Low,Moderate (Wi-Fi),High,Visual Learner,82
273,171,2025-01-13,"[0.9227374292309334, 0.7397333098136628, 0.8649217525341444]",High,Moderate,Low (Mobile),Low,Auditory Learner,64
274,171,2025-01-16,"[0.9042087942869284, 0.9135717148256632, 0.8483218429494499]",Low,High,Low (Mobile),Moderate,Visual Learner,89
275,168,2025-01-24,"[0.9725904688504488, 0.9041977442371018, 0.396709708672491]",Low,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,82
276,197,2025-01-11,"[0.9979164993798801, 0.004088937382753399, 0.49022053193466]",Moderate,Low,High (Mobile/Wi-Fi),High,Auditory Learner,90
277,108,2025-01-01,"[0.6351580908009238, 0.4820085592715708, 0.771596231507492]",Low,Low,Low (Mobile),Moderate,Kinesthetic Learner,93
278,125,2025-01-11,"[0.5812166592586652, 0.38542466919998386, 0.6572949701842247]",Moderate,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,80
279,111,2025-01-30,"[0.1989901741054263, 0.5446149296758385, 0.4764586553461486]",Low,High,Moderate (Wi-Fi),Moderate,Auditory Learner,76
280,159,2025-01-12,"[0.25377000988562803, 0.3166496437185137, 0.7066790666294915]",Low,Moderate,Low (Mobile),High,Visual Learner,94
281,156,2025-01-03,"[0.07631841501187298, 0.08656300291230645, 0.08979940962601096]",High,Moderate,Moderate (Wi-Fi),Low,Auditory Learner,67
282,184,2025-01-15,"[0.2776291363899267, 0.008237855720982346, 0.11968979277524894]",High,Moderate,Low (Mobile),Low,Visual Learner,86
283,117,2025-01-18,"[0.5529418608284704, 0.8729386113419147, 0.31768641572770173]",Moderate,High,Low (Mobile),Moderate,Auditory Learner,99
284,157,2025-01-13,"[0.25748297334425774, 0.8777578101855459, 0.9293984822991322]",High,Low,Low (Mobile),Moderate,Auditory Learner,71
285,195,2025-01-30,"[0.8735345348056822, 0.6859095929063664, 0.5007861110709378]",High,Moderate,High (Mobile/Wi-Fi),High,Kinesthetic Learner,73
286,118,2025-01-30,"[0.3393992080272974, 0.4886603573556786, 0.11061465748390253]",Low,Low,Moderate (Wi-Fi),Moderate,Visual Learner,90
287,120,2025-01-04,"[0.6547990022615544, 0.19123184835117513, 0.030760985644723626]",High,Low,Low (Mobile),High,Auditory Learner,82
288,132,2025-01-21,"[0.2727013587517134, 0.95238187694898, 0.47424186546277514]",Low,High,Moderate (Wi-Fi),High,Auditory Learner,73
289,195,2025-01-09,"[0.35198743692011913, 0.41463231683221236, 0.7309402986743508]",High,Low,Low (Mobile),Low,Visual Learner,50
290,120,2025-01-11,"[0.5360546489627013, 0.5742903209878016, 0.7418536729011487]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,89
291,172,2025-01-05,"[0.7383894078668821, 0.3206842551793698, 0.40731694907382365]",Low,Low,Low (Mobile),Moderate,Kinesthetic Learner,97
292,154,2025-01-21,"[0.8555677772224157, 0.2926202111807912, 0.4503331092840148]",High,High,High (Mobile/Wi-Fi),High,Kinesthetic Learner,98
293,136,2025-01-06,"[0.18854466147818416, 0.5244286372135657, 0.9680913502205112]",High,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,51
294,173,2025-01-18,"[0.3978950605945024, 0.15527087083988966, 0.45646858203976626]",Low,High,High (Mobile/Wi-Fi),Low,Visual Learner,67
295,111,2025-01-06,"[0.024060694026010743, 0.3933403001390665, 0.2754938096148103]",Moderate,High,Moderate (Wi-Fi),Moderate,Visual Learner,94
296,134,2025-01-27,"[0.25718278915999837, 0.5065210799963784, 0.6317425196198895]",High,Moderate,High (Mobile/Wi-Fi),High,Auditory Learner,79
297,139,2025-01-27,"[0.012700236796696407, 0.568311997556028, 0.10861414668018932]",High,High,Low (Mobile),Low,Kinesthetic Learner,91
298,170,2025-01-25,"[0.6234612685563442, 0.005332384063272966, 0.39087705241067494]",High,Low,High (Mobile/Wi-Fi),Low,Auditory Learner,94
299,161,2025-01-26,"[0.5945129664067422, 0.11831551755533998, 0.7535434066958493]",Low,Low,Low (Mobile),Low,Auditory Learner,60
300,121,2025-01-07,"[0.12400590454411542, 0.9959965860996899, 0.7695082153838968]",High,Low,High (Mobile/Wi-Fi),High,Auditory Learner,56
301,189,2025-01-14,"[0.31649426830359917, 0.4629465344539542, 0.8586834339372197]",High,Moderate,Low (Mobile),Low,Visual Learner,88
302,157,2025-01-02,"[0.19134119074666533, 0.3380487029980265, 0.09345045588201883]",High,High,Low (Mobile),Low,Visual Learner,67
303,160,2025-01-23,"[0.2009384282110137, 0.5357352305457449, 0.09106174552768342]",High,Low,Low (Mobile),High,Kinesthetic Learner,68
304,126,2025-01-22,"[0.9108126559561774, 0.7135097912379819, 0.3408097658719327]",Moderate,Low,Moderate (Wi-Fi),Moderate,Visual Learner,64
305,144,2025-01-02,"[0.6361474276557307, 0.3921216722674393, 0.5820381690123104]",Moderate,High,Low (Mobile),Low,Kinesthetic Learner,69
306,159,2025-01-16,"[0.602380848498974, 0.008896910307808703, 0.9997413775630769]",High,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,63
307,185,2025-01-03,"[0.9655561331677741, 0.41168669799273205, 0.07739693654116286]",High,Low,High (Mobile/Wi-Fi),Moderate,Auditory Learner,99
308,187,2025-01-03,"[0.9457711070431891, 0.28800403448711653, 0.12453871645679926]",Low,Low,Moderate (Wi-Fi),Low,Auditory Learner,50
309,168,2025-01-15,"[0.6822270025551268, 0.3410251290537053, 0.0697825985693511]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,89
310,160,2025-01-15,"[0.875985263371189, 0.9828226813615281, 0.9172151263717339]",Low,Moderate,Low (Mobile),High,Auditory Learner,82
311,167,2025-01-20,"[0.07647080492043301, 0.4053975087651226, 0.177460248718053]",Low,High,Low (Mobile),High,Auditory Learner,63
312,148,2025-01-26,"[0.39742793023955714, 0.14498970776295694, 0.5009333629928167]",High,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,66
313,136,2025-01-28,"[0.6554080841782313, 0.46695127496796607, 0.555457968293638]",High,High,Moderate (Wi-Fi),High,Visual Learner,57
314,198,2025-01-09,"[0.3625171137235783, 0.11215972729244039, 0.5131144041865273]",Low,Low,Low (Mobile),High,Kinesthetic Learner,52
315,118,2025-01-01,"[0.02379271718618614, 0.9325242541772873, 0.2931198481663586]",High,Moderate,Moderate (Wi-Fi),Low,Visual Learner,58
316,130,2025-01-29,"[0.4236286402006568, 0.6592115160007306, 0.9805200487751002]",Low,High,Moderate (Wi-Fi),High,Visual Learner,90
317,104,2025-01-02,"[0.2153759239318287, 0.12895143056026548, 0.9679352290284597]",Low,Moderate,Low (Mobile),Moderate,Visual Learner,78
318,180,2025-01-14,"[0.8807219344563139, 0.8729340130923545, 0.7128706705156782]",High,Moderate,Moderate (Wi-Fi),Low,Visual Learner,68
319,148,2025-01-23,"[0.45913664527521625, 0.5747131599305543, 0.6381909422537198]",Low,Moderate,High (Mobile/Wi-Fi),High,Auditory Learner,52
320,106,2025-01-17,"[0.09128384183813387, 0.010107239746974805, 0.6209221015686323]",Moderate,Low,High (Mobile/Wi-Fi),Moderate,Visual Learner,90
321,151,2025-01-22,"[0.06874653015594778, 0.9749866195107217, 0.08307047551532776]",Low,High,Low (Mobile),High,Kinesthetic Learner,85
322,170,2025-01-20,"[0.9268773126940549, 0.7047291693508424, 0.290066316470005]",Low,Low,High (Mobile/Wi-Fi),Low,Visual Learner,75
323,137,2025-01-05,"[0.7977326633565586, 0.30886879655429356, 0.37384174159979866]",High,Low,Low (Mobile),Low,Kinesthetic Learner,56
324,155,2025-01-22,"[0.35309286566999976, 0.6417769782481199, 0.028514558235193]",Moderate,High,Low (Mobile),Low,Auditory Learner,58
